göre	gör+Verb+Pos+Opt+A3sg
değiniyor	değin+Verb+Pos+Prog1+A3sg
öğreniyorlar	öğren+Verb+Pos+Prog1+A3pl
kalıyorsunuz	kal+Verb+Pos+Prog1+A2pl
etmiyorsunuz	et+Verb+Neg+Prog1+A2pl
bezmiş	bez+Verb+Pos+Narr+A3sg
sıkışır	sıkış+Verb+Pos+Aor+A3sg
kızarsınız	kız+Verb+Pos+Aor+A2pl
atlıyor	atla+Verb+Pos+Prog1+A3sg
tatmalı	tat+Verb+Pos+Neces+A3sg
inanmazsınız	inan+Verb+Neg+Aor+A2pl
kurtarıyor	kurtar+Verb+Pos+Prog1+A3sg
aktarıyoruz	aktar+Verb+Pos+Prog1+A1pl
yıpratıyorum	yıprat+Verb+Pos+Prog1+A1sg
duyarlar	duy+Verb+Pos+Aor+A3pl
inecek	in+Verb+Pos+Fut+A3sg
çabalıyor	çabala+Verb+Pos+Prog1+A3sg
ekliyor	ekle+Verb+Pos+Prog1+A3sg
dayanacak	dayan+Verb+Pos+Fut+A3sg
almalıyız	al+Verb+Pos+Neces+A1pl
ayıklayacağız	ayıkla+Verb+Pos+Fut+A1pl
harcıyorsunuz	harca+Verb+Pos+Prog1+A2pl
bekleriz	bekle+Verb+Pos+Aor+A1pl
yandı	yan+Verb+Pos+Past+A3sg
getirmişler	getir+Verb+Pos+Narr+A3pl
davranmadı	davran+Verb+Neg+Past+A3sg
beğenmeseler	beğen+Verb+Neg+Desr+A3pl
çalışsa	çalış+Verb+Pos+Desr+A3sg
uğramaz	uğra+Verb+Neg+Aor+A3sg
gönderiyorum	gönder+Verb+Pos+Prog1+A1sg
işlesin	işle+Verb+Pos+Imp+A3sg
kaçıyor	kaç+Verb+Pos+Prog1+A3sg
yadırgadım	yadırga+Verb+Pos+Past+A1sg
öğretmiş	öğret+Verb+Pos+Narr+A3sg
kınıyoruz	kına+Verb+Pos+Prog1+A1pl
biçiyor	biç+Verb+Pos+Prog1+A3sg
öğrenelim	öğren+Verb+Pos+Opt+A1pl
yazmayacak	yaz+Verb+Neg+Fut+A3sg
yazdık	yaz+Verb+Pos+Past+A1pl
yazıyoruz	yaz+Verb+Pos+Prog1+A1pl
duyuyoruz	duy+Verb+Pos+Prog1+A1pl
hatırlamasak	hatırla+Verb+Neg+Desr+A1pl
yürü	yürü+Verb+Pos+Imp+A2sg
tanışır	tanış+Verb+Pos+Aor+A3sg
naklediyor	naklet+Verb+Pos+Prog1+A3sg
içtim	iç+Verb+Pos+Past+A1sg
gözledik	gözle+Verb+Pos+Past+A1pl
gerilemiş	gerile+Verb+Pos+Narr+A3sg
yakınıyorlar	yakın+Verb+Pos+Prog1+A3pl
bilseler	bil+Verb+Pos+Desr+A3pl
almıyorum	al+Verb+Neg+Prog1+A1sg
kullandık	kullan+Verb+Pos+Past+A1pl
gümüşler	gümüşle+Verb+Pos+Aor+A3sg
önerir	öner+Verb+Pos+Aor+A3sg
hissedeceksiniz	hisset+Verb+Pos+Fut+A2pl
yürüyor	yürü+Verb+Pos+Prog1+A3sg
yatıştı	yatış+Verb+Pos+Past+A3sg
yırtıyorlar	yırt+Verb+Pos+Prog1+A3pl
yumuyor	yum+Verb+Pos+Prog1+A3sg
geziniyor	gezin+Verb+Pos+Prog1+A3sg
dönüştü	dönüş+Verb+Pos+Past+A3sg
yöneliyor	yönel+Verb+Pos+Prog1+A3sg
kastediyorsunuz	kastet+Verb+Pos+Prog1+A2pl
asalım	as+Verb+Pos+Opt+A1pl
görüşüyoruz	görüş+Verb+Pos+Prog1+A1pl
fırlamıyor	fırla+Verb+Neg+Prog1+A3sg
tıkıyor	tıka+Verb+Pos+Prog1+A3sg
sunarım	sun+Verb+Pos+Aor+A1sg
yapıyorsun	yap+Verb+Pos+Prog1+A2sg
koysunlar	koy+Verb+Pos+Imp+A3pl
atsınlar	at+Verb+Pos+Imp+A3pl
harcasınlar	harca+Verb+Pos+Imp+A3pl
keşfettik	keşfet+Verb+Pos+Past+A1pl
açmışlar	aç+Verb+Pos+Narr+A3pl
çalışmamış	çalış+Verb+Neg+Narr+A3sg
keşfetmişler	keşfet+Verb+Pos+Narr+A3pl
gidecekler	git+Verb+Pos+Fut+A3pl
kurduk	kur+Verb+Pos+Past+A1pl
atmışlar	at+Verb+Pos+Narr+A3pl
görüşmüş	görüş+Verb+Pos+Narr+A3sg
evleniyor	evlen+Verb+Pos+Prog1+A3sg
değindi	değin+Verb+Pos+Past+A3sg
belgelemiş	belgele+Verb+Pos+Narr+A3sg
ispatlamış	ispatla+Verb+Pos+Narr+A3sg
tutmamış	tut+Verb+Neg+Narr+A3sg
uğruyor	uğra+Verb+Pos+Prog1+A3sg
ödeseniz	öde+Verb+Pos+Desr+A2pl
hoşlanmıyor	hoşlan+Verb+Neg+Prog1+A3sg
almışsınız	al+Verb+Pos+Narr+A2pl
ödüyorsunuz	öde+Verb+Pos+Prog1+A2pl
kızarmasın	kızar+Verb+Neg+Imp+A3sg
yapsalar	yap+Verb+Pos+Desr+A3pl
söker	sök+Verb+Pos+Aor+A3sg
göstermiyorlar	göster+Verb+Neg+Prog1+A3pl
küçülüyor	küçül+Verb+Pos+Prog1+A3sg
atarsın	at+Verb+Pos+Aor+A2sg
görmeliler	gör+Verb+Pos+Neces+A3pl
yaşamayız	yaşa+Verb+Neg+Aor+A1pl
başlamayacak	başla+Verb+Neg+Fut+A3sg
cevaplamalı	cevapla+Verb+Pos+Neces+A3sg
yaratacak	yarat+Verb+Pos+Fut+A3sg
dönüşmüyor	dönüş+Verb+Neg+Prog1+A3sg
umuyoruz	um+Verb+Pos+Prog1+A1pl
çıkmalı	çık+Verb+Pos+Neces+A3sg
hedefliyoruz	hedefle+Verb+Pos+Prog1+A1pl
etmemeliyiz	et+Verb+Neg+Neces+A1pl
hedeflemiş	hedefle+Verb+Pos+Narr+A3sg
soyunsak	soyun+Verb+Pos+Desr+A1pl
başlasak	başla+Verb+Pos+Desr+A1pl
gösterdiniz	göster+Verb+Pos+Past+A2pl
kovalamış	kovala+Verb+Pos+Narr+A3sg
ödememişler	öde+Verb+Neg+Narr+A3pl
ödememiş	öde+Verb+Neg+Narr+A3sg
çözüyor	çöz+Verb+Pos+Prog1+A3sg
sunacak	sun+Verb+Pos+Fut+A3sg
kaçtılar	kaç+Verb+Pos+Past+A3pl
karıştılar	karış+Verb+Pos+Past+A3pl
kalmayacak	kal+Verb+Neg+Fut+A3sg
aktaracak	aktar+Verb+Pos+Fut+A3sg
başlayacaklar	başla+Verb+Pos+Fut+A3pl
eskidi	eski+Verb+Pos+Past+A3sg
gecikmeyecek	gecik+Verb+Neg+Fut+A3sg
yarışacak	yarış+Verb+Pos+Fut+A3sg
birleşiyor	birleş+Verb+Pos+Prog1+A3sg
almasın	al+Verb+Neg+Imp+A3sg
yayınlıyoruz	yayınla+Verb+Pos+Prog1+A1pl
bıraksınlar	bırak+Verb+Pos+Imp+A3pl
kınıyor	kına+Verb+Pos+Prog1+A3sg
bulmuyoruz	bul+Verb+Neg+Prog1+A1pl
kutluyor	kutla+Verb+Pos+Prog1+A3sg
aksam	ak+Verb+Pos+Desr+A1sg
doyacak	doy+Verb+Pos+Fut+A3sg
söylersiniz	söyle+Verb+Pos+Aor+A2pl
topluyorsunuz	topla+Verb+Pos+Prog1+A2pl
düşündük	düşün+Verb+Pos+Past+A1pl
kurdunuz	kur+Verb+Pos+Past+A2pl
planlıyorsunuz	planla+Verb+Pos+Prog1+A2pl
sergileyelim	sergile+Verb+Pos+Opt+A1pl
işleyelim	işle+Verb+Pos+Opt+A1pl
yaklaşalım	yaklaş+Verb+Pos+Opt+A1pl
süsledi	süsle+Verb+Pos+Past+A3sg
anladık	anla+Verb+Pos+Past+A1pl
getirmiyorum	getir+Verb+Neg+Prog1+A1sg
beğeniyor	beğen+Verb+Pos+Prog1+A3sg
yansır	yansı+Verb+Pos+Aor+A3sg
gelmedim	gel+Verb+Neg+Past+A1sg
yorumluyorum	yorumla+Verb+Pos+Prog1+A1sg
süslüyor	süsle+Verb+Pos+Prog1+A3sg
oynarım	oyna+Verb+Pos+Aor+A1sg
hoşlanmıyorum	hoşlan+Verb+Neg+Prog1+A1sg
katıyorlar	kat+Verb+Pos+Prog1+A3pl
tanıyorlar	tanı+Verb+Pos+Prog1+A3pl
sağlıyoruz	sağla+Verb+Pos+Prog1+A1pl
uyarladık	uyarla+Verb+Pos+Past+A1pl
çizdik	çiz+Verb+Pos+Past+A1pl
çizersiniz	çiz+Verb+Pos+Aor+A2pl
çıkıştı	çıkış+Verb+Pos+Past+A3sg
tutmadılar	tut+Verb+Neg+Past+A3pl
çizdim	çiz+Verb+Pos+Past+A1sg
ağlamasın	ağla+Verb+Neg+Imp+A3sg
kaynadı	kayna+Verb+Pos+Past+A3sg
dolaştık	dolaş+Verb+Pos+Past+A1pl
buluştuk	buluş+Verb+Pos+Past+A1pl
koklamadım	kokla+Verb+Neg+Past+A1sg
toparladım	toparla+Verb+Pos+Past+A1sg
duyuyorlar	duy+Verb+Pos+Prog1+A3pl
yerleşir	yerleş+Verb+Pos+Aor+A3sg
göçer	göç+Verb+Pos+Aor+A3sg
gelişir	geliş+Verb+Pos+Aor+A3sg
sarfettik	sarfet+Verb+Pos+Past+A1pl
hicvediyor	hicvet+Verb+Pos+Prog1+A3sg
başlamayın	başla+Verb+Neg+Imp+A2pl
koyuyorlar	koy+Verb+Pos+Prog1+A3pl
kaldık	kal+Verb+Pos+Past+A1pl
hatırlayacağız	hatırla+Verb+Pos+Fut+A1pl
paylaşacak	paylaş+Verb+Pos+Fut+A3sg
kavuşmuş	kavuş+Verb+Pos+Narr+A3sg
saçmalıyorlar	saçmala+Verb+Pos+Prog1+A3pl
benimsedim	benimse+Verb+Pos+Past+A1sg
tanımadılar	tanı+Verb+Neg+Past+A3pl
kesişmiş	kesiş+Verb+Pos+Narr+A3sg
paylaştık	paylaş+Verb+Pos+Past+A1pl
algılıyor	algıla+Verb+Pos+Prog1+A3sg
ilgilendim	ilgilen+Verb+Pos+Past+A1sg
gösterecekler	göster+Verb+Pos+Fut+A3pl
yükselmiş	yüksel+Verb+Pos+Narr+A3sg
girmeliyiz	gir+Verb+Pos+Neces+A1pl
söylesek	söyle+Verb+Pos+Desr+A1pl
yetineceğim	yetin+Verb+Pos+Fut+A1sg
ezmeli	ez+Verb+Pos+Neces+A3sg
düştüler	düş+Verb+Pos+Past+A3pl
öneririm	öner+Verb+Pos+Aor+A1sg
bulunsunlar	bulun+Verb+Pos+Imp+A3pl
doğmaz	doğ+Verb+Neg+Aor+A3sg
işleyecek	işle+Verb+Pos+Fut+A3sg
sokacağız	sok+Verb+Pos+Fut+A1pl
tohumluyorlar	tohumla+Verb+Pos+Prog1+A3pl
başlıyorlar	başla+Verb+Pos+Prog1+A3pl
genişliyor	genişle+Verb+Pos+Prog1+A3sg
yolluyorlar	yolla+Verb+Pos+Prog1+A3pl
ayırmış	ayır+Verb+Pos+Narr+A3sg
gelişmemiş	geliş+Verb+Neg+Narr+A3sg
yapışmaz	yapış+Verb+Neg+Aor+A3sg
serpin	serp+Verb+Pos+Imp+A2pl
bıraksam	bırak+Verb+Pos+Desr+A1sg
simgeliyor	simgele+Verb+Pos+Prog1+A3sg
severler	sev+Verb+Pos+Aor+A3pl
tüket	tüket+Verb+Pos+Imp+A2sg
tasarladı	tasarla+Verb+Pos+Past+A3sg
uğraşır	uğraş+Verb+Pos+Aor+A3sg
anımsıyorum	anımsa+Verb+Pos+Prog1+A1sg
çekmedi	çek+Verb+Neg+Past+A3sg
tartışmadı	tartış+Verb+Neg+Past+A3sg
didindi	didin+Verb+Pos+Past+A3sg
anımsamıyorum	anımsa+Verb+Neg+Prog1+A1sg
boyadım	boya+Verb+Pos+Past+A1sg
çeviriyorum	çevir+Verb+Pos+Prog1+A1sg
dönüyorlar	dön+Verb+Pos+Prog1+A3pl
ütüyor	üt+Verb+Pos+Prog1+A3sg
çimdik	çim+Verb+Pos+Past+A1pl
ışıyor	ışı+Verb+Pos+Prog1+A3sg
harcamışım	harca+Verb+Pos+Narr+A1sg
sordular	sor+Verb+Pos+Past+A3pl
görüyorsun	gör+Verb+Pos+Prog1+A2sg
yarışıyor	yarış+Verb+Pos+Prog1+A3sg
tanışmış	tanış+Verb+Pos+Narr+A3sg
denedik	dene+Verb+Pos+Past+A1pl
şaşırmadık	şaşır+Verb+Neg+Past+A1pl
duyuralım	duyur+Verb+Pos+Opt+A1pl
hazırlıyorlar	hazırla+Verb+Pos+Prog1+A3pl
yemeli	ye+Verb+Pos+Neces+A3sg
vazgeçmiyoruz	vazgeç+Verb+Neg+Prog1+A1pl
düşündünüz	düşün+Verb+Pos+Past+A2pl
açıyoruz	aç+Verb+Pos+Prog1+A1pl
açıklıyoruz	açıkla+Verb+Pos+Prog1+A1pl
engellemiyor	engelle+Verb+Neg+Prog1+A3sg
garantiliyor	garantile+Verb+Pos+Prog1+A3sg
beklerim	bekle+Verb+Pos+Aor+A1sg
ödüyorum	öde+Verb+Pos+Prog1+A1sg
ödeşiriz	ödeş+Verb+Pos+Aor+A1pl
ödersin	öde+Verb+Pos+Aor+A2sg
etmese	et+Verb+Neg+Desr+A3sg
etmişiz	et+Verb+Pos+Narr+A1pl
düşlüyor	düşle+Verb+Pos+Prog1+A3sg
irkildik	irkil+Verb+Pos+Past+A1pl
önemsemedi	önemse+Verb+Neg+Past+A3sg
atarız	at+Verb+Pos+Aor+A1pl
yakınıyor	yakın+Verb+Pos+Prog1+A3sg
yarışacağız	yarış+Verb+Pos+Fut+A1pl
eridi	eri+Verb+Pos+Past+A3sg
imzaladık	imzala+Verb+Pos+Past+A1pl
inceledik	incele+Verb+Pos+Past+A1pl
diktik	dik+Verb+Pos+Past+A1pl
içeceksiniz	iç+Verb+Pos+Fut+A2pl
versinler	ver+Verb+Pos+Imp+A3pl
koyarsınız	koy+Verb+Pos+Aor+A2pl
ağırlarsınız	ağırla+Verb+Pos+Aor+A2pl
uygulayacağız	uygula+Verb+Pos+Fut+A1pl
ağırlayacağız	ağırla+Verb+Pos+Fut+A1pl
basmış	bas+Verb+Pos+Narr+A3sg
getireceksiniz	getir+Verb+Pos+Fut+A2pl
düştük	düş+Verb+Pos+Past+A1pl
sevindik	sevin+Verb+Pos+Past+A1pl
yakaladık	yakala+Verb+Pos+Past+A1pl
öğreneceğiz	öğren+Verb+Pos+Fut+A1pl
selamladı	selamla+Verb+Pos+Past+A3sg
eğitirsin	eğit+Verb+Pos+Aor+A2sg
uçmuş	uç+Verb+Pos+Narr+A3sg
savaştılar	savaş+Verb+Pos+Past+A3pl
gördün	gör+Verb+Pos+Past+A2sg
paylaştım	paylaş+Verb+Pos+Past+A1sg
ayırdı	ayır+Verb+Pos+Past+A3sg
suçlayacak	suçla+Verb+Pos+Fut+A3sg
tutsan	tut+Verb+Pos+Desr+A2sg
uğraştılar	uğraş+Verb+Pos+Past+A3pl
ıslıkladılar	ıslıkla+Verb+Pos+Past+A3pl
araştırıyorum	araştır+Verb+Pos+Prog1+A1sg
ıslıkladı	ıslıkla+Verb+Pos+Past+A3sg
soruşturacağım	soruştur+Verb+Pos+Fut+A1sg
çağrılıyor	çağrıl+Verb+Pos+Prog1+A3sg
yi	ye+Verb+Pos+Imp+A2sg
sarmaş	sarmaş+Verb+Pos+Imp+A2sg
dolaş	dolaş+Verb+Pos+Imp+A2sg
püskürdü	püskür+Verb+Pos+Past+A3sg
uğraşmayın	uğraş+Verb+Neg+Imp+A2pl
siliyorlar	sil+Verb+Pos+Prog1+A3pl
sahiplenmeliyiz	sahiplen+Verb+Pos+Neces+A1pl
ulaşacağız	ulaş+Verb+Pos+Fut+A1pl
tutsun	tut+Verb+Pos+Imp+A3sg
oynadılar	oyna+Verb+Pos+Past+A3pl
kopmadı	kop+Verb+Neg+Past+A3sg
kattı	kat+Verb+Pos+Past+A3sg
yetmedi	yet+Verb+Neg+Past+A3sg
özetliyorum	özetle+Verb+Pos+Prog1+A1sg
değinmiyor	değin+Verb+Neg+Prog1+A3sg
getirse	getir+Verb+Pos+Desr+A3sg
izleyeceğiz	izle+Verb+Pos+Fut+A1pl
kınadı	kına+Verb+Pos+Past+A3sg
kutlarım	kutla+Verb+Pos+Aor+A1sg
görüşür	görüş+Verb+Pos+Aor+A3sg
buluşur	buluş+Verb+Pos+Aor+A3sg
dertleşir	dertleş+Verb+Pos+Aor+A3sg
değindiniz	değin+Verb+Pos+Past+A2pl
sergileyin	sergile+Verb+Pos+Imp+A2pl
kovaladık	kovala+Verb+Pos+Past+A1pl
diyeceğiz	de+Verb+Pos+Fut+A1pl
demesin	de+Verb+Neg+Imp+A3sg
kaybetsinler	kaybet+Verb+Pos+Imp+A3pl
yazmaz	yaz+Verb+Neg+Aor+A3sg
kızacak	kız+Verb+Pos+Fut+A3sg
kaçındı	kaçın+Verb+Pos+Past+A3sg
görsem	gör+Verb+Pos+Desr+A1sg
genişledi	genişle+Verb+Pos+Past+A3sg
gitmeseler	git+Verb+Neg+Desr+A3pl
alkışladı	alkışla+Verb+Pos+Past+A3sg
iletmişsiniz	ilet+Verb+Pos+Narr+A2pl
düşündüler	düşün+Verb+Pos+Past+A3pl
hoşgeldin	hoşgel+Verb+Pos+Past+A2sg
sağolun	sağol+Verb+Pos+Imp+A2pl
gönderiyorlar	gönder+Verb+Pos+Prog1+A3pl
sergiledim	sergile+Verb+Pos+Past+A1sg
çalışmalıyız	çalış+Verb+Pos+Neces+A1pl
kurarsınız	kur+Verb+Pos+Aor+A2pl
kırdım	kır+Verb+Pos+Past+A1sg
izlediniz	izle+Verb+Pos+Past+A2pl
danıştınız	danış+Verb+Pos+Past+A2pl
diktiler	dik+Verb+Pos+Past+A3pl
yarattım	yarat+Verb+Pos+Past+A1sg
diyeceksiniz	de+Verb+Pos+Fut+A2pl
yaşarsın	yaşa+Verb+Pos+Aor+A2sg
alsanız	al+Verb+Pos+Desr+A2pl
sürükler	sürükle+Verb+Pos+Aor+A3sg
kurtulur	kurtul+Verb+Pos+Aor+A3sg
oynat	oynat+Verb+Pos+Imp+A2sg
uzar	uza+Verb+Pos+Aor+A3sg
parmaklarım	parmakla+Verb+Pos+Aor+A1sg
hallolacak	hallol+Verb+Pos+Fut+A3sg
yüklerler	yükle+Verb+Pos+Aor+A3pl
kızmıyorum	kız+Verb+Neg+Prog1+A1sg
kaybediyorlar	kaybet+Verb+Pos+Prog1+A3pl
dökse	dök+Verb+Pos+Desr+A3sg
çekeceğiz	çek+Verb+Pos+Fut+A1pl
gireceğiz	gir+Verb+Pos+Fut+A1pl
savaşırsın	savaş+Verb+Pos+Aor+A2sg
ulaşırsınız	ulaş+Verb+Pos+Aor+A2pl
yönetiyorlar	yönet+Verb+Pos+Prog1+A3pl
duyacaklar	duy+Verb+Pos+Fut+A3pl
alacaklar	al+Verb+Pos+Fut+A3pl
alındık	alın+Verb+Pos+Past+A1pl
almayın	al+Verb+Neg+Imp+A2pl
uçuyorsunuz	uç+Verb+Pos+Prog1+A2pl
bahsediyorlar	bahset+Verb+Pos+Prog1+A3pl
uçun	uç+Verb+Pos+Imp+A2pl
geçmişler	geç+Verb+Pos+Narr+A3pl
girmişler	gir+Verb+Pos+Narr+A3pl
geçmeyelim	geç+Verb+Neg+Opt+A1pl
oynasın	oyna+Verb+Pos+Imp+A3sg
yanaşmadı	yanaş+Verb+Neg+Past+A3sg
gir	gir+Verb+Pos+Imp+A2sg
kolluyorlar	kolla+Verb+Pos+Prog1+A3pl
oynasalar	oyna+Verb+Pos+Desr+A3pl
yorumladı	yorumla+Verb+Pos+Past+A3sg
inanmadın	inan+Verb+Neg+Past+A2sg
düşersiniz	düş+Verb+Pos+Aor+A2pl
seyredin	seyret+Verb+Pos+Imp+A2pl
desteklediler	destekle+Verb+Pos+Past+A3pl
olmayın	ol+Verb+Neg+Imp+A2pl
seke	sek+Verb+Pos+Opt+A3sg
yenersin	yen+Verb+Pos+Aor+A2sg
değir	değir+Verb+Pos+Imp+A2sg
gecikti	gecik+Verb+Pos+Past+A3sg
düşünmediler	düşün+Verb+Neg+Past+A3pl
gezerim	gez+Verb+Pos+Aor+A1sg
boğmuş	boğ+Verb+Pos+Narr+A3sg
kaybetmişim	kaybet+Verb+Pos+Narr+A1sg
çağrıldılar	çağrıl+Verb+Pos+Past+A3pl
ölmesek	öl+Verb+Neg+Desr+A1pl
birikiyor	birik+Verb+Pos+Prog1+A3sg
kayıyor	kay+Verb+Pos+Prog1+A3sg
ulaşmaz	ulaş+Verb+Neg+Aor+A3sg
keşfetmiş	keşfet+Verb+Pos+Narr+A3sg
kavurun	kavur+Verb+Pos+Imp+A2pl
aktarın	aktar+Verb+Pos+Imp+A2pl
yoğurun	yoğur+Verb+Pos+Imp+A2pl
ayırın	ayır+Verb+Pos+Imp+A2pl
yoğurdu	yoğur+Verb+Pos+Past+A3sg
derim	de+Verb+Pos+Aor+A1sg
görürüz	gör+Verb+Pos+Aor+A1pl
yayar	yay+Verb+Pos+Aor+A3sg
kararır	karar+Verb+Pos+Aor+A3sg
tutunur	tutun+Verb+Pos+Aor+A3sg
kurtulurlar	kurtul+Verb+Pos+Aor+A3pl
düşünmezler	düşün+Verb+Neg+Aor+A3pl
bilmezler	bil+Verb+Neg+Aor+A3pl
düşerim	düş+Verb+Pos+Aor+A1sg
uğrarım	uğra+Verb+Pos+Aor+A1sg
beslerim	besle+Verb+Pos+Aor+A1sg
yemiyorum	ye+Verb+Neg+Prog1+A1sg
dolaşır	dolaş+Verb+Pos+Aor+A3sg
yaşamalısınız	yaşa+Verb+Pos+Neces+A2pl
tamamlıyor	tamamla+Verb+Pos+Prog1+A3sg
aramıyor	ara+Verb+Neg+Prog1+A3sg
davranmıyor	davran+Verb+Neg+Prog1+A3sg
çatmıyor	çat+Verb+Neg+Prog1+A3sg
yatmıyor	yat+Verb+Neg+Prog1+A3sg
vazgeç	vazgeç+Verb+Pos+Imp+A2sg
kullanırız	kullan+Verb+Pos+Aor+A1pl
seyrediyorlar	seyret+Verb+Pos+Prog1+A3pl
sormalıyız	sor+Verb+Pos+Neces+A1pl
izliyoruz	izle+Verb+Pos+Prog1+A1pl
belirledi	belirle+Verb+Pos+Past+A3sg
seçmeli	seç+Verb+Pos+Neces+A3sg
planlıyor	planla+Verb+Pos+Prog1+A3sg
dağıtmalı	dağıt+Verb+Pos+Neces+A3sg
azalmış	azal+Verb+Pos+Narr+A3sg
kılıyorum	kıl+Verb+Pos+Prog1+A1sg
yürüsün	yürü+Verb+Pos+Imp+A3sg
parçaladı	parçala+Verb+Pos+Past+A3sg
kükreyecek	kükre+Verb+Pos+Fut+A3sg
gönderecek	gönder+Verb+Pos+Fut+A3sg
demiyorum	de+Verb+Neg+Prog1+A1sg
karışırlar	karış+Verb+Pos+Aor+A3pl
görürler	gör+Verb+Pos+Aor+A3pl
ediniz	et+Verb+Pos+Imp+A2pl
üfledim	üfle+Verb+Pos+Past+A1sg
inledim	inle+Verb+Pos+Past+A1sg
kopmuş	kop+Verb+Pos+Narr+A3sg
buyursunlar	buyur+Verb+Pos+Imp+A3pl
sabretmeli	sabret+Verb+Pos+Neces+A3sg
yürüsünler	yürü+Verb+Pos+Imp+A3pl
gezelim	gez+Verb+Pos+Opt+A1pl
geciktik	gecik+Verb+Pos+Past+A1pl
denetleseler	denetle+Verb+Pos+Desr+A3pl
göstersek	göster+Verb+Pos+Desr+A1pl
bulaşmamalı	bulaş+Verb+Neg+Neces+A3sg
bıktı	bık+Verb+Pos+Past+A3sg
düşünseler	düşün+Verb+Pos+Desr+A3pl
sömürdü	sömür+Verb+Pos+Past+A3sg
ayırsın	ayır+Verb+Pos+Imp+A3sg
bırakalım	bırak+Verb+Pos+Opt+A1pl
edindiler	edin+Verb+Pos+Past+A3pl
inanmadım	inan+Verb+Neg+Past+A1sg
toparlayacağım	toparla+Verb+Pos+Fut+A1sg
zıplasam	zıpla+Verb+Pos+Desr+A1sg
kalksam	kalk+Verb+Pos+Desr+A1sg
yerleşiyoruz	yerleş+Verb+Pos+Prog1+A1pl
yanaşmış	yanaş+Verb+Pos+Narr+A3sg
ağladım	ağla+Verb+Pos+Past+A1sg
şaşıracağım	şaşır+Verb+Pos+Fut+A1sg
ısmarlasam	ısmarla+Verb+Pos+Desr+A1sg
açıklaya	açıkla+Verb+Pos+Opt+A3sg
geçmedim	geç+Verb+Neg+Past+A1sg
benzemeyiz	benze+Verb+Neg+Aor+A1pl
kovaladılar	kovala+Verb+Pos+Past+A3pl
bağırdılar	bağır+Verb+Pos+Past+A3pl
yuhaladılar	yuhala+Verb+Pos+Past+A3pl
savunacağım	savun+Verb+Pos+Fut+A1sg
affetmeyecek	affet+Verb+Neg+Fut+A3sg
şaşırdık	şaşır+Verb+Pos+Past+A1pl
sunarız	sun+Verb+Pos+Aor+A1pl
denesin	dene+Verb+Pos+Imp+A3sg
hançerlediler	hançerle+Verb+Pos+Past+A3pl
doladık	dola+Verb+Pos+Past+A1pl
gütmüş	güt+Verb+Pos+Narr+A3sg
yerleşiyor	yerleş+Verb+Pos+Prog1+A3sg
donanmış	donan+Verb+Pos+Narr+A3sg
kurmuşuz	kur+Verb+Pos+Narr+A1pl
çöküyor	çök+Verb+Pos+Prog1+A3sg
kessinler	kes+Verb+Pos+Imp+A3pl
yazacağım	yaz+Verb+Pos+Fut+A1sg
geçiyorum	geç+Verb+Pos+Prog1+A1sg
koşmayın	koş+Verb+Neg+Imp+A2pl
vazgeçin	vazgeç+Verb+Pos+Imp+A2pl
kollamayın	kolla+Verb+Neg+Imp+A2pl
unutmasınlar	unut+Verb+Neg+Imp+A3pl
vermeyeceğiz	ver+Verb+Neg+Fut+A1pl
zedelemesinler	zedele+Verb+Neg+Imp+A3pl
zedeliyorlar	zedele+Verb+Pos+Prog1+A3pl
uyarıyorum	uyar+Verb+Pos+Prog1+A1sg
baksınlar	bak+Verb+Pos+Imp+A3pl
anlıyoruz	anla+Verb+Pos+Prog1+A1pl
geçsin	geç+Verb+Pos+Imp+A3sg
okuruz	oku+Verb+Pos+Aor+A1pl
değişecek	değiş+Verb+Pos+Fut+A3sg
beklemeyecek	bekle+Verb+Neg+Fut+A3sg
azalacak	azal+Verb+Pos+Fut+A3sg
almışım	al+Verb+Pos+Narr+A1sg
deneyeceğiz	dene+Verb+Pos+Fut+A1pl
düzelmiş	düzel+Verb+Pos+Narr+A3sg
hesapladım	hesapla+Verb+Pos+Past+A1sg
demişsiniz	de+Verb+Pos+Narr+A2pl
inceledim	incele+Verb+Pos+Past+A1sg
aktarayım	aktar+Verb+Pos+Opt+A1sg
suçlamıyor	suçla+Verb+Neg+Prog1+A3sg
erteledi	ertele+Verb+Pos+Past+A3sg
bağdaşmaz	bağdaş+Verb+Neg+Aor+A3sg
iletiyor	ilet+Verb+Pos+Prog1+A3sg
patlamadı	patla+Verb+Neg+Past+A3sg
sı	sý+Verb+Pos+Imp+A2sg
gönderecekler	gönder+Verb+Pos+Fut+A3pl
keseceğiz	kes+Verb+Pos+Fut+A1pl
kiralamışlar	kirala+Verb+Pos+Narr+A3pl
duyururuz	duyur+Verb+Pos+Aor+A1pl
sokuyor	sok+Verb+Pos+Prog1+A3sg
atacaksınız	at+Verb+Pos+Fut+A2pl
yalanlamış	yalanla+Verb+Pos+Narr+A3sg
tekrarlamış	tekrarla+Verb+Pos+Narr+A3sg
savunuyorum	savun+Verb+Pos+Prog1+A1sg
yayınladık	yayınla+Verb+Pos+Past+A1pl
bilsin	bil+Verb+Pos+Imp+A3sg
savunsun	savun+Verb+Pos+Imp+A3sg
özlüyor	özle+Verb+Pos+Prog1+A3sg
okusunlar	oku+Verb+Pos+Imp+A3pl
korkarsınız	kork+Verb+Pos+Aor+A2pl
