değil	değil+Verb+Neg+Pres+A3sg
yakalanamadığı	yakala+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
bilinmeyenli	bil+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+With
ulaşmaz	ulaş+Verb+Neg+Aor+A3sg
getirememişler	getir+Verb^DB+Verb+Able+Neg+Narr+A3pl
etmeyeceklerini	et+Verb+Neg^DB+Noun+FutPart+A3pl+P3pl+Acc
olmayanı	ol+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3sg+P3sg+Nom
edemediği	et+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
yaşamazdı	yaşa+Verb+Neg+Aor+Past+A3sg
yenilemeyecek	ye+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Fut+A3sg
görülmemiştir	gör+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
düşünmezler	düşün+Verb+Neg+Aor+A3pl
bilmezler	bil+Verb+Neg+Aor+A3pl
olamadığım	ol+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P1sg
yemiyorum	ye+Verb+Neg+Prog1+A1sg
doldurulamayacak	dol+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Fut+A3sg
yapamıyordu	yap+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
aramazsam	ara+Verb+Neg+Aor+Cond+A1sg
aramıyor	ara+Verb+Neg+Prog1+A3sg
davranmıyor	davran+Verb+Neg+Prog1+A3sg
çatmıyor	çat+Verb+Neg+Prog1+A3sg
yatmıyor	yat+Verb+Neg+Prog1+A3sg
bilemiyorsunuz	bil+Verb^DB+Verb+Able+Neg+Prog1+A2pl
görülemeyecek	gör+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Fut+A3sg
kavrayamayacakları	kavra+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3pl+Nom
alamayan	al+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
almadığı	al+Verb+Neg^DB+Adj+PastPart+P3sg
öğretilmediği	öğret+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
tutulamayacağı	tut+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
değişmedikçe	değiş+Verb+Neg^DB+Adverb+AsLongAs
kırılamaz	kır+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
değiştirmediyse	değiş+Verb^DB+Verb+Caus+Neg+Past+Cond+A3sg
yetmezmiş	yet+Verb+Neg+Aor+Narr+A3sg
görmemiştir	gör+Verb+Neg+Narr+A3sg+Cop
sokmaması	sok+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
tutulmadığı	tut+Verb^DB+Verb+Pass+Neg^DB+Adj+PastPart+P3sg
direnmemesi	dire+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
demiyorum	de+Verb+Neg+Prog1+A1sg
çekmeyecek	çek+Verb+Neg^DB+Adj+FutPart+Pnon
düşünülmesin	düşün+Verb^DB+Verb+Pass+Neg+Imp+A3sg
gitmemesini	git+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
durulmadı	dur+Verb^DB+Verb+Pass+Neg+Past+A3sg
doldurmayacak	dol+Verb^DB+Verb+Caus+Neg+Fut+A3sg
ödeyemezken	öde+Verb^DB+Verb+Able+Neg+Aor^DB+Adverb+While
kestirilemez	kes+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
söyleyemiyoruz	söyle+Verb^DB+Verb+Able+Neg+Prog1+A1pl
aşamayacağını	aş+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
kullanmayan	kullan+Verb+Neg^DB+Adj+PresPart
sergilemedikten	sergile+Verb+Neg^DB+Noun+PastPart+A3sg+Pnon+Abl
bulaşmamalı	bulaş+Verb+Neg+Neces+A3sg
bulaştırmayın	bulaş+Verb^DB+Verb+Caus+Neg+Imp+A2pl
inanmadım	inan+Verb+Neg+Past+A1sg
geçinemedikleri	geçin+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
konuşulmadığını	konuş+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
gitmeyeceğini	git+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
alamayız	al+Verb^DB+Verb+Able+Neg+Aor+A1pl
üşümeyenlerden	üşü+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Abl
önemsemeyen	önemse+Verb+Neg^DB+Adj+PresPart
aldırmayıp	al+Verb^DB+Verb+Caus+Neg^DB+Adverb+AfterDoingSo
yaşamayan	yaşa+Verb+Neg^DB+Adj+PresPart
tamamlamamalarına	tamamla+Verb+Neg^DB+Noun+Inf2+A3sg+P3pl+Dat
geçmedim	geç+Verb+Neg+Past+A1sg
benzemeyiz	benze+Verb+Neg+Aor+A1pl
satamasın	sat+Verb^DB+Verb+Able+Neg+Imp+A3sg
ulaşamayan	ulaş+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
affetmeyecek	affet+Verb+Neg+Fut+A3sg
yetmeyeceğini	yet+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
yetmeyecektir	yet+Verb+Neg+Fut+A3sg+Cop
buluşamazsa	buluş+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
kavrayamadı	kavra+Verb^DB+Verb+Able+Neg+Past+A3sg
tutmayacağı	tut+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
getiremiyordu	getir+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
gelmezse	gel+Verb+Neg+Aor+Cond+A3sg
yenilmedim	ye+Verb^DB+Verb+Pass+Neg+Past+A1sg
yenilmeyen	ye+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
bulunmamıştı	bul+Verb^DB+Verb+Pass+Neg+Narr+Past+A3sg
zannedilmemelidir	zannet+Verb^DB+Verb+Pass+Neg+Neces+A3sg+Cop
duymazlardı	duy+Verb+Neg+Aor+A3pl+Past
sürüklemeseydi	sürükle+Verb+Neg+Desr+Past+A3sg
göndermemesinin	gönder+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Gen
anlaşamadığı	anlaş+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
sayılmamalıdır	say+Verb^DB+Verb+Pass+Neg+Neces+A3sg+Cop
sayılamaz	say+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
bahsedilemez	bahset+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kapılmasınlar	kap+Verb^DB+Verb+Pass+Neg+Imp+A3pl
koşmayın	koş+Verb+Neg+Imp+A2pl
kollamayın	kolla+Verb+Neg+Imp+A2pl
unutmasınlar	unut+Verb+Neg+Imp+A3pl
vermeyeceğiz	ver+Verb+Neg+Fut+A1pl
zedelemesinler	zedele+Verb+Neg+Imp+A3pl
döndüremez	dön+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
konuşamıyor	konuş+Verb^DB+Verb+Able+Neg+Prog1+A3sg
açılmamasının	aç+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Gen
beklemeyecek	bekle+Verb+Neg+Fut+A3sg
ürkütmemek	ürk+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
değiştiremeyen	değiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PresPart
uzlaşmamanın	uzlaş+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Gen
düşünemedi	düşün+Verb^DB+Verb+Able+Neg+Past+A3sg
yutturamadı	yut+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A3sg
üretememesinin	üre+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+P3sg+Gen
edilememe	et+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
vermemesinden	ver+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Abl
suçlamıyor	suçla+Verb+Neg+Prog1+A3sg
kapanmadı	kapa+Verb^DB+Verb+Pass+Neg+Past+A3sg
olmadıkları	ol+Verb+Neg^DB+Adj+PastPart+P3pl
diyemiyorum	de+Verb^DB+Verb+Able+Neg+Prog1+A1sg
bağdaşmaz	bağdaş+Verb+Neg+Aor+A3sg
karıştırmamamız	karış+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+P1pl+Nom
sayılmazlar	say+Verb^DB+Verb+Pass+Neg+Aor+A3pl
gösterilmedi	göster+Verb^DB+Verb+Pass+Neg+Past+A3sg
patlamadı	patla+Verb+Neg+Past+A3sg
okumayanlar	oku+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
kullanılmadığı	kullan+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
durulmayacak	dur+Verb^DB+Verb+Pass+Neg+Fut+A3sg
yaptırılmadığı	yap+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Adj+PastPart+P3sg
alınmadığı	alın+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
sağlanamayınca	sağla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adverb+When
toplayamayacağı	topla+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
ulaşılmamasına	ulaş+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Dat
ödemediğini	öde+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
ödeyemeyen	öde+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
gaspetmemesi	gaspet+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
yönetemediğini	yönet+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
yaklaşmadığını	yaklaş+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
kazanmazsınız	kazan+Verb+Neg+Aor+A2pl
kesmez	kes+Verb+Neg+Aor+A3sg
vermezler	ver+Verb+Neg+Aor+A3pl
anlayamadığın	anla+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P2sg+Nom
hatırlamayız	hatırla+Verb+Neg+Aor+A1pl
açmadık	aç+Verb+Neg+Past+A1pl
yapılmamıştır	yap+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
çekememezlikler	çek+Verb^DB+Verb+Able+Neg^DB+Noun+NotState+A3pl+Pnon+Nom
çekememezlikten	çek+Verb^DB+Verb+Able+Neg^DB+Noun+NotState+A3sg+Pnon+Abl
çıkarmayalım	çık+Verb^DB+Verb+Caus+Neg+Opt+A1pl
verilmemeli	ver+Verb^DB+Verb+Pass+Neg+Neces+A3sg
yaratmayın	yara+Verb^DB+Verb+Caus+Neg+Imp+A2pl
kaçırılmamalıdır	kaç+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Neces+A3sg+Cop
engellemeyelim	engelle+Verb+Neg+Opt+A1pl
gösterememelerinin	göster+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3pl+P3sg+Gen
zedelememesi	zedele+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
başaramadık	başar+Verb^DB+Verb+Able+Neg+Past+A1pl
yapılamamıştır	yap+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Narr+A3sg+Cop
başvurulmamış	başvur+Verb^DB+Verb+Pass+Neg+Narr+A3sg
yetmez	yet+Verb+Neg+Aor+A3sg
seçilemez	seç+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
ulaşamazsa	ulaş+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
yapılamazsa	yap+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Cond+A3sg
anlamama	anla+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
çalmam	çal+Verb+Neg+Aor+A1sg
göstermediğini	göster+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
inanmayın	inan+Verb+Neg+Imp+A2pl
sıralamadı	sırala+Verb+Neg+Past+A3sg
uçmuyorum	uç+Verb+Neg+Prog1+A1sg
görülmemelidir	gör+Verb^DB+Verb+Pass+Neg+Neces+A3sg+Cop
yapılmamasından	yap+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Abl
edemediğini	et+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
beklemiyorduk	bekle+Verb+Neg+Prog1+Past+A1pl
çözülmedi	çöz+Verb^DB+Verb+Pass+Neg+Past+A3sg
alamadığım	al+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P1sg+Nom
rastlanmıyor	rastla+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
anlaşmasalar	anlaş+Verb+Neg+Desr+A3pl
anlamadığı	anla+Verb+Neg^DB+Adj+PastPart+P3sg
başvuramayacak	başvur+Verb^DB+Verb+Able+Neg+Fut+A3sg
getiremediği	getir+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
anlaşılmasın	anlaş+Verb^DB+Verb+Pass+Neg+Imp+A3sg
yapmazdım	yap+Verb+Neg+Aor+Past+A1sg
bırakmamalısınız	bırak+Verb+Neg+Neces+A2pl
içmemek	iç+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
sanmamalısınız	san+Verb+Neg+Neces+A2pl
önleyemezsiniz	önle+Verb^DB+Verb+Able+Neg+Aor+A2pl
güvenmemelisiniz	güven+Verb+Neg+Neces+A2pl
kurtarılamadığını	kurtar+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
uyuşmuyor	uyuş+Verb+Neg+Prog1+A3sg
dönüştürmemeyi	dönüş+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+Pnon+Acc
seçilmediklerini	seç+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3pl+P3pl+Acc
eğitilmediklerini	eğit+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3pl+P3pl+Acc
başaramamaları	başar+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
bitmeyen	bit+Verb+Neg^DB+Adj+PresPart
beğenmediğinize	beğen+Verb+Neg^DB+Noun+PastPart+A3sg+P2pl+Dat
vermeyenleri	ver+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3sg+P3pl+Nom
yaramadığı	yara+Verb+Neg^DB+Adj+PastPart+P3sg
beğenmedikleri	beğen+Verb+Neg^DB+Adj+PastPart+P3pl
beğenilmeyen	beğen+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
atlamamaları	atla+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
dışlamıyor	dışla+Verb+Neg+Prog1+A3sg
değiştirmediği	değiş+Verb^DB+Verb+Caus+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
kesilmemesi	kes+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
yapılmıyordu	yap+Verb^DB+Verb+Pass+Neg+Prog1+Past+A3sg
geçirmemiş	geç+Verb^DB+Verb+Caus+Neg+Narr+A3sg
kalmayıp	kal+Verb+Neg^DB+Adverb+AfterDoingSo
beklemediği	bekle+Verb+Neg^DB+Adj+PastPart+P3sg
kullanmadı	kullan+Verb+Neg+Past+A3sg
gelmeyin	gel+Verb+Neg+Imp+A2pl
sevmez	sev+Verb+Neg+Aor+A3sg
hoşlanmaz	hoşlan+Verb+Neg^DB+Adj+AorPart
beğenmediğini	beğen+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
uygulanmayan	uygula+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
ilgilendirmese	ilgilen+Verb^DB+Verb+Caus+Neg+Desr+A3sg
istemeseniz	iste+Verb+Neg+Desr+A2pl
ulaşmayacağı	ulaş+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
belirlemediklerini	belirle+Verb+Neg^DB+Noun+PastPart+A3pl+P3sg+Acc
kaçırmıyor	kaç+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
seçilmez	seç+Verb^DB+Verb+Pass+Neg+Aor+A3sg
onaylamıyor	onayla+Verb+Neg+Prog1+A3sg
verilmeyeceğini	ver+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
etmeyeceklerine	et+Verb+Neg^DB+Noun+FutPart+A3sg+P3pl+Dat
vazgeçmemelidir	vazgeç+Verb+Neg+Neces+A3sg+Cop
getiremezse	getir+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
yakalayamazsınız	yakala+Verb^DB+Verb+Able+Neg+Aor+A2pl
korkmamasını	kork+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
almayacaklar	al+Verb+Neg+Fut+A3pl
halledilemez	hallet+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
varamayacağı	var+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
çözülemeyeceği	çöz+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
duymasın	duy+Verb+Neg+Imp+A3sg
koşmaz	koş+Verb+Neg+Aor+A3sg
unutmuyor	unut+Verb+Neg+Prog1+A3sg
döndürmüyor	dön+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
bakamam	bak+Verb^DB+Verb+Able+Neg+Aor+A1sg
yapmadıkları	yap+Verb+Neg^DB+Adj+PastPart+P3pl
yapmadığı	yap+Verb+Neg^DB+Adj+PastPart+P3sg
bilmeyenlere	bil+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Dat
binmez	bin+Verb+Neg+Aor+A3sg
yitirmez	yit+Verb^DB+Verb+Caus+Neg+Aor+A3sg
oluşmadı	oluş+Verb+Neg+Past+A3sg
bulamayanların	bul+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Gen
kıyamıyorum	kıy+Verb^DB+Verb+Able+Neg+Prog1+A1sg
satmıyorum	sat+Verb+Neg+Prog1+A1sg
güvenmedim	güven+Verb+Neg+Past+A1sg
kullanmadım	kullan+Verb+Neg+Past+A1sg
esirgemeyecek	esirge+Verb+Neg+Fut+A3sg
eleştirmiyorum	eleştir+Verb+Neg+Prog1+A1sg
uyamadım	uy+Verb^DB+Verb+Able+Neg+Past+A1sg
yaşamadım	yaşa+Verb+Neg+Past+A1sg
eğlendirmeyen	eğlen+Verb^DB+Verb+Caus+Neg^DB+Adj+PresPart
rastlayamıyorlar	rastla+Verb^DB+Verb+Able+Neg+Prog1+A3pl
anlatamıyorum	anla+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A1sg
göremezse	gör+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
getirmemişsin	getir+Verb+Neg+Narr+A2sg
ilgilenmemiş	ilgilen+Verb+Neg+Narr+A3sg
inemeyince	in+Verb^DB+Verb+Able+Neg^DB+Adverb+When
içemedim	iç+Verb^DB+Verb+Able+Neg+Past+A1sg
planlamadığı	planla+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
olamamanın	ol+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+Pnon+Gen
düşünememekten	düşün+Verb^DB+Verb+Able+Neg^DB+Noun+Inf1+A3sg+Pnon+Abl
gelmezdim	gel+Verb+Neg+Aor+Past+A1sg
almadın	al+Verb+Neg+Past+A2sg
uzanmam	uza+Verb^DB+Verb+Pass+Neg+Aor+A1sg
sığmıyorum	sığ+Verb+Neg+Prog1+A1sg
duramayan	dur+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
ummadığım	um+Verb+Neg^DB+Adj+PastPart+P1sg
yazmasın	yaz+Verb+Neg+Imp+A3sg
zayıflatamadın	zayıfla+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A2sg
yemezsem	ye+Verb+Neg+Aor+Cond+A1sg
alışamadı	alış+Verb^DB+Verb+Able+Neg+Past+A3sg
doğurmadım	doğ+Verb^DB+Verb+Caus+Neg+Past+A1sg
aşağılamasın	aşağıla+Verb+Neg+Imp+A3sg
dayanamıyorum	daya+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A1sg
yadırgamadınız	yadırga+Verb+Neg+Past+A2pl
sorgulamadım	sorgula+Verb+Neg+Past+A1sg
bozulmuyordu	boz+Verb^DB+Verb+Pass+Neg+Prog1+Past+A3sg
yaşamadınız	yaşa+Verb+Neg+Past+A2pl
yadırgamadılar	yadırga+Verb+Neg+Past+A3pl
vermemişler	ver+Verb+Neg+Narr+A3pl
demediler	de+Verb+Neg+Past+A3pl
vermeseydim	ver+Verb+Neg+Desr+Past+A1sg
giyinmem	giy+Verb^DB+Verb+Reflex+Neg+Aor+A1sg
çıkamıyorum	çık+Verb^DB+Verb+Able+Neg+Prog1+A1sg
giyemedim	giy+Verb^DB+Verb+Able+Neg+Past+A1sg
açamıyorum	aç+Verb^DB+Verb+Able+Neg+Prog1+A1sg
takamıyorum	tak+Verb^DB+Verb+Able+Neg+Prog1+A1sg
yürüyemiyorum	yürü+Verb^DB+Verb+Able+Neg+Prog1+A1sg
değiştiremedim	değiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A1sg
durmazsa	dur+Verb+Neg+Aor+Cond+A3sg
durmasın	dur+Verb+Neg+Imp+A3sg
davranmam	davran+Verb+Neg+Aor+A1sg
ayrılmıyorum	ayır+Verb^DB+Verb+Pass+Neg+Prog1+A1sg
gezemiyorum	gez+Verb^DB+Verb+Able+Neg+Prog1+A1sg
düşmedim	düş+Verb+Neg+Past+A1sg
yaşayamadım	yaşa+Verb^DB+Verb+Able+Neg+Past+A1sg
hissettirmedi	hisset+Verb^DB+Verb+Caus+Neg+Past+A3sg
çıkamam	çık+Verb^DB+Verb+Able+Neg+Aor+A1sg
paylaşamayacağınıza	paylaş+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P2pl+Dat
geçinemeyeceği	geçin+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
oluşturmaz	oluş+Verb^DB+Verb+Caus+Neg+Aor+A3sg
gezdiremez	gez+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
kalamayacak	kal+Verb^DB+Verb+Able+Neg+Fut+A3sg
bulamazlarsa	bul+Verb^DB+Verb+Able+Neg+Aor+A3pl+Cond
beceremediğinizi	becer+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P2pl+Acc
karşılanmayacağına	karşıla+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
karşılanmayacağı	karşıla+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
ölçemeyiz	ölç+Verb^DB+Verb+Able+Neg+Aor+A1pl
gösteremeyen	göster+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
göstermemiştir	göster+Verb+Neg+Narr+A3sg+Cop
ayırmamıştır	ayır+Verb+Neg+Narr+A3sg+Cop
karşılanmadığı	karşıla+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
karşılanamayacağı	karşıla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
taşımamalı	taşı+Verb+Neg+Neces+A3sg
suçlamayın	suçla+Verb+Neg+Imp+A2pl
yapışma	yapış+Verb+Neg+Imp+A2sg
göstermeyen	göster+Verb+Neg^DB+Adj+PresPart
etmeyeceğine	et+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
çıkamamak	çık+Verb^DB+Verb+Able+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
karşılanmamış	karşıla+Verb^DB+Verb+Pass+Neg^DB+Adj+NarrPart
alamayacak	al+Verb^DB+Verb+Able+Neg^DB+Adj+FutPart+Pnon
inanamaz	inan+Verb^DB+Verb+Able+Neg+Aor+A3sg
ölmeyecekmiş	öl+Verb+Neg+Fut+Narr+A3sg
bırakmayacak	bırak+Verb+Neg^DB+Adj+FutPart+Pnon
geçmezdi	geç+Verb+Neg+Aor+Past+A3sg
götürmez	götür+Verb+Neg+Aor+A3sg
gelmemiştir	gel+Verb+Neg+Narr+A3sg+Cop
bırakmamak	bırak+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
edilemeyecek	et+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Fut+A3sg
alınmayacak	alın+Verb+Neg+Fut+A3sg
alınmadı	al+Verb^DB+Verb+Pass+Neg+Past+A3sg
yanıtlamadı	yanıtla+Verb+Neg+Past+A3sg
dolaşmıyorum	dolaş+Verb+Neg+Prog1+A1sg
seçmediniz	seç+Verb+Neg+Past+A2pl
boşanmayız	boşa+Verb^DB+Verb+Pass+Neg+Aor+A1pl
yürümedi	yürü+Verb+Neg+Past+A3sg
gitmezdim	git+Verb+Neg+Aor+Past+A1sg
biçemem	biç+Verb^DB+Verb+Able+Neg+Aor+A1sg
duymadı	duy+Verb+Neg+Past+A3sg
vazgeçemediği	vazgeç+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
inandıramıyorsun	inan+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A2sg
kısıtlamıyor	kısıtla+Verb+Neg+Prog1+A3sg
açmadığınızı	aç+Verb+Neg^DB+Noun+PastPart+A3sg+P2pl+Acc
alamadığını	al+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
almadıklarını	al+Verb+Neg^DB+Noun+PastPart+A3pl+P3sg+Acc
yaşamıyorum	yaşa+Verb+Neg+Prog1+A1sg
yürütülemeyeceğine	yürü+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
kazanmıyor	kazan+Verb+Neg+Prog1+A3sg
yargılamasın	yargıla+Verb+Neg+Imp+A3sg
atlamayın	atla+Verb+Neg+Imp+A2pl
giremedi	gir+Verb^DB+Verb+Able+Neg+Past+A3sg
yaşamayacaksınız	yaşa+Verb+Neg+Fut+A2pl
ağlatmıyorlar	ağla+Verb^DB+Verb+Caus+Neg+Prog1+A3pl
ağlatmamaya	ağla+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
ayrılmıyor	ayır+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
öğrenilemezmiş	öğren+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Narr+A3sg
sevmediniz	sev+Verb+Neg+Past+A2pl
verilemeyeceğine	ver+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
sayılmadılar	say+Verb^DB+Verb+Pass+Neg+Past+A3pl
görmezden	gör+Verb+Neg^DB+Adj+AorPart^DB+Noun+Zero+A3sg+Pnon+Abl
