değil	değil+Verb+Neg+Pres+A3sg
gömüldü	göm+Verb^DB+Verb+Pass+Pos+Past+A3sg
çekişti	çekiş+Verb+Pos+Past+A3sg
burkuldu	burk+Verb^DB+Verb+Pass+Pos+Past+A3sg
döndüm	dön+Verb+Pos+Past+A1sg
yaklaştım	yaklaş+Verb+Pos+Past+A1sg
kullanacaktım	kullan+Verb+Pos+Fut+Past+A1sg
engelleyen	engelle+Verb+Pos^DB+Adj+PresPart
arıyordum	ara+Verb+Pos+Prog1+Past+A1sg
doğruldu	doğrul+Verb+Pos+Past+A3sg
yürümeye	yürü+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
etmeden	et+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
takıldım	tak+Verb^DB+Verb+Pass+Pos+Past+A1sg
yürüdüğümü	yürü+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
süzüldüm	süz+Verb^DB+Verb+Pass+Pos+Past+A1sg
yürümekte	yürü+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc
giyinmiş	giy+Verb^DB+Verb+Reflex+Pos+Narr+A3sg
sayılabilecek	say+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Fut+A3sg
güvenilir	güven+Verb^DB+Verb+Pass+Pos^DB+Adj+AorPart
anlaşılıyordu	anlaş+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
tutunarak	tutun+Verb+Pos^DB+Adverb+ByDoingSo
yürümesine	yürü+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
sürünüyordu	sürü+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
bulunacak	bulun+Verb+Pos+Fut+A3sg
çekinen	çekin+Verb+Pos^DB+Adj+PresPart
alıyordu	al+Verb+Pos+Prog1+Past+A3sg
sürünerek	sürün+Verb+Pos^DB+Adverb+ByDoingSo
çalışan	çalış+Verb+Pos^DB+Adj+PresPart
yöneldi	yönel+Verb+Pos+Past+A3sg
yetişmesi	yetiş+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
ürkmüştü	ürk+Verb+Pos+Narr+Past+A3sg
uğradığını	uğra+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
anlayamadan	anla+Verb+Pos^DB+Adverb+WithoutBeingAbleToHaveDoneSo
bitenler	bit+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
atıldım	at+Verb^DB+Verb+Pass+Pos+Past+A1sg
anlar	anla+Verb+Pos+Aor+A3sg
şükrettim	şükret+Verb+Pos+Past+A1sg
vuracakmış	vur+Verb+Pos+Fut+Narr+A3sg
kaldırdığım	kal+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P1sg
kabullenerek	kabullen+Verb+Pos^DB+Adverb+ByDoingSo
bıraktı	bırak+Verb+Pos+Past+A3sg
uzaklaştıktan	uzak+Adj^DB+Verb+Become+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
çarpan	çarp+Verb+Pos^DB+Adj+PresPart
başladık	başla+Verb+Pos+Past+A1pl
kaybolup	kaybol+Verb+Pos^DB+Adverb+AfterDoingSo
girer	gir+Verb+Pos+Aor+A3sg
olursunuz	ol+Verb+Pos+Aor+A2pl
ekledim	ekle+Verb+Pos+Past+A1sg
uzatıp	uza+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
bıraktığı	bırak+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
ediyordum	et+Verb+Pos+Prog1+Past+A1sg
sezdirmeden	sez+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
gülümseyişin	gülümse+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Gen
başlayacağına	başla+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Dat
süzüyor	süz+Verb+Pos+Prog1+A3sg
baktığımı	bak+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
kaçırıyordu	kaç+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
kızardığını	kızar+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
indirdiğini	in+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
uzaklaştırdınız	uzak+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Past+A2pl
bulunsaydım	bulun+Verb+Pos+Desr+Past+A1sg
tanıyor	tanı+Verb+Pos+Prog1+A3sg
tanıyorum	tanı+Verb+Pos+Prog1+A1sg
titriyorsunuz	titre+Verb+Pos+Prog1+A2pl
titrediğinizi	titre+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Acc
olunca	ol+Verb+Pos^DB+Adverb+When
yakışıyorlardı	yakış+Verb+Pos+Prog1+A3pl+Past
olmalısınız	ol+Verb+Pos+Neces+A2pl
üzdüğünden	üz+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Abl
heyecanlandırdığından	heyecan+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P3sg+Abl
söylüyorsunuz	söyle+Verb+Pos+Prog1+A2pl
titriyor	titre+Verb+Pos+Prog1+A3sg
titreme	titre+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
yaklaşmış	yaklaş+Verb+Pos+Narr+A3sg
yaşamayı	yaşa+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
yeğledim	yeğle+Verb+Pos+Past+A1sg
konuşmayı	konuş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
söyleyip	söyle+Verb+Pos^DB+Adverb+AfterDoingSo
yaparsam	yap+Verb+Pos+Aor+Cond+A1sg
çekinmeden	çekin+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
yapmam	yap+Verb+Pos^DB+Noun+Inf2+A3sg+P1sg+Nom
söylediniz	söyle+Verb+Pos+Past+A2pl
söylememi	söyle+Verb+Pos^DB+Noun+Inf2+A3sg+P1sg+Acc
gider	git+Verb+Pos+Aor+A3sg
ötesini	öt+Verb+Pos^DB+Noun+FeelLike+A3sg+P2sg+Acc
istiyorsanız	iste+Verb+Pos+Prog1+Cond+A2pl
hoşlanırım	hoşlan+Verb+Pos+Aor+A1sg
dediğini	de+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
yapacağını	yap+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
verirseniz	ver+Verb+Pos+Aor+Cond+A2pl
geçebilir	geç+Verb+Pos^DB+Verb+Able+Aor+A3sg
bırakabilirim	bırak+Verb+Pos^DB+Verb+Able+Aor+A1sg
söylediğim	söyle+Verb+Pos^DB+Adj+PastPart+P1sg
kaybedeceksiniz	kaybet+Verb+Pos+Fut+A2pl
bağışlayın	bağışla+Verb+Pos+Imp+A2pl
kaçtı	kaç+Verb+Pos+Past+A3sg
bahşettiğiniz	bahşet+Verb+Pos^DB+Adj+PastPart+P2pl
gitmeyi	git+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
beğendirmek	beğen+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
boşa	boşa+Verb+Pos+Imp+A2sg
gideceğinden	git+Verb+Pos^DB+Noun+FutPart+A3sg+P2sg+Abl
anlatmamı	anla+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P1sg+Acc
beklersiniz	bekle+Verb+Pos+Aor+A2pl
konuşmalıyım	konuş+Verb+Pos+Neces+A1sg
haykırmak	haykır+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
isterken	iste+Verb+Pos+Aor^DB+Adverb+While
susabilirim	sus+Verb+Pos^DB+Verb+Able+Aor+A1sg
çıkmasını	çık+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
dururum	dur+Verb+Pos+Aor+A1sg
düşlemekle	düşle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
geçiyor	geç+Verb+Pos+Prog1+A3sg
tutuldum	tut+Verb^DB+Verb+Pass+Pos+Past+A1sg
şaşar	şaş+Verb+Pos+Aor+A3sg
kalırsınız	kal+Verb+Pos+Aor+A2pl
benzer	benze+Verb+Pos+Aor+A3sg
dediysem	de+Verb+Pos+Past+Cond+A1sg
tutuyorum	tut+Verb+Pos+Prog1+A1sg
güleceksiniz	gül+Verb+Pos+Fut+A2pl
unuttuğum	unut+Verb+Pos^DB+Adj+PastPart+P1sg
yaklaşıp	yaklaş+Verb+Pos^DB+Adverb+AfterDoingSo
istedim	iste+Verb+Pos+Past+A1sg
konuşacaktım	konuş+Verb+Pos+Fut+Past+A1sg
yalvaracaktım	yalvar+Verb+Pos+Fut+Past+A1sg
konuşmasının	konuş+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Gen
kovmadan	kov+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
dinlemesini	dinle+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
edecektim	et+Verb+Pos+Fut+Past+A1sg
gerektirdiği	gerek+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P3sg
göstermesi	göster+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
söylemesi	söyle+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
yetip	yet+Verb+Pos^DB+Adverb+AfterDoingSo
artacaktı	art+Verb+Pos+Fut+Past+A3sg
diyecektim	de+Verb+Pos+Fut+Past+A1sg
yalvarışını	yalvar+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Acc
dilerse	dil+Verb+Pos+Aor+Cond+A3sg
gülsün	gül+Verb+Pos+Imp+A3sg
gülüyorsunuz	gül+Verb+Pos+Prog1+A2pl
ettiğim	et+Verb+Pos^DB+Adj+PastPart+P1sg
bakarsanız	bak+Verb+Pos+Aor+Cond+A2pl
eğlendirmeye	eğlen+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
çalışıyorum	çalış+Verb+Pos+Prog1+A1sg
gülüyorum	gül+Verb+Pos+Prog1+A1sg
denemiş	dene+Verb+Pos^DB+Adj+NarrPart
başarırdınız	başar+Verb+Pos+Aor+Past+A2pl
yaşanmış	yaşa+Verb^DB+Verb+Pass+Pos+Narr+A3sg
yalvar	yalvar+Verb+Pos+Imp+A2sg
yakar	yak+Verb+Pos+Aor+A3sg
istediğiniz	iste+Verb+Pos^DB+Adj+PastPart+P2pl
sanabilirdi	san+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
tanıyacak	tanı+Verb+Pos^DB+Adj+FutPart+Pnon
sağolasınız	sağol+Verb+Pos+Opt+A2pl
yettiği	yet+Verb+Pos^DB+Adj+PastPart+P3sg
bağırdım	bağır+Verb+Pos+Past+A1sg
sezdiniz	sez+Verb+Pos+Past+A2pl
diyelim	de+Verb+Pos+Opt+A1pl
yaklaşmaya	yaklaş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
edebildiniz	et+Verb+Pos^DB+Verb+Able+Past+A2pl
edici	et+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
atıyordunuz	ata+Verb+Pos+Prog1+Past+A2pl
vereceğimi	ver+Verb+Pos^DB+Noun+FutPart+A3sg+P1sg+Acc
söyleyeceğimi	söyle+Verb+Pos^DB+Noun+FutPart+A3sg+P1sg+Acc
yürümek	yürü+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
mırıldanmak	mırılda+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
çıkma	çık+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
kabarıyor	kabar+Verb+Pos+Prog1+A3sg
hatırlattığım	hatırla+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P1sg+Nom
gördüğümü	gör+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
sandım	san+Verb+Pos+Past+A1sg
üzülmeden	üz+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
duymadan	duy+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
durabilirdim	dur+Verb+Pos^DB+Verb+Able+Aor+Past+A1sg
acıma	acı+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
yaklaşmak	yaklaş+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kalkıştığım	kalkış+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Nom
kırıldınız	kır+Verb^DB+Verb+Pass+Pos+Past+A2pl
eğerek	eğ+Verb+Pos^DB+Adverb+ByDoingSo
susun	sus+Verb+Pos+Imp+A2pl
açmakla	aç+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
sevindim	sevin+Verb+Pos+Past+A1sg
geldik	gel+Verb+Pos+Past+A1pl
aşınca	aş+Verb+Pos^DB+Adverb+When
bitti	bit+Verb+Pos+Past+A3sg
ayrılacağız	ayır+Verb^DB+Verb+Pass+Pos+Fut+A1pl
yeteceğini	yet+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
söylemiştiniz	söyle+Verb+Pos+Narr+Past+A2pl
görüşebiliriz	görüş+Verb+Pos^DB+Verb+Able+Aor+A1pl
bağlıyorsunuz	bağla+Verb+Pos+Prog1+A2pl
bitireyim	bit+Verb^DB+Verb+Caus+Pos+Opt+A1sg
kesmiş	kes+Verb+Pos+Narr+A3sg
çıkarsa	çık+Verb+Pos+Aor+Cond+A3sg
gelmeden	gel+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
yüzleşiyorum	yüz+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos+Prog1+A1sg
yaşamadan	yaşa+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
düşleyeceğim	düşle+Verb+Pos+Fut+A1sg
hatırlamakla	hatırla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
boğuldum	boğ+Verb^DB+Verb+Pass+Pos+Past+A1sg
ağlıyor	ağla+Verb+Pos+Prog1+A3sg
paralıyordunuz	parala+Verb+Pos+Prog1+Past+A2pl
yakalamış	yakala+Verb+Pos+Narr+A3sg
sevinmişsinizdir	sevin+Verb+Pos+Narr+A2pl+Cop
anlıyorum	anla+Verb+Pos+Prog1+A1sg
buluşmak	buluş+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
belirlemeye	belirle+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
çalıştığımı	çalış+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
gerekebilir	gerek+Verb+Pos^DB+Verb+Able+Aor+A3sg
gelirseniz	gel+Verb+Pos+Aor+Cond+A2pl
çıkabilir	çık+Verb+Pos^DB+Verb+Able+Aor+A3sg
koyalım	koy+Verb+Pos+Opt+A1pl
isterim	iste+Verb+Pos+Aor+A1sg
şaşıyorum	şaş+Verb+Pos+Prog1+A1sg
derseniz	de+Verb+Pos+Aor+Cond+A2pl
isterseniz	iste+Verb+Pos+Aor+Cond+A2pl
süreceğiniz	sür+Verb+Pos^DB+Noun+FutPart+A3sg+P2pl+Nom
haykırdım	haykır+Verb+Pos+Past+A1sg
deyin	de+Verb+Pos+Imp+A2pl
tanıdınız	tanı+Verb+Pos+Past+A2pl
gülümseyerek	gülümse+Verb+Pos^DB+Adverb+ByDoingSo
tanıdığım	tanı+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Nom
çağırıyorum	çağır+Verb+Pos+Prog1+A1sg
uyacaksınız	uy+Verb+Pos+Fut+A2pl
uymak	uy+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
olabildiğince	ol+Verb+Pos^DB+Verb+Able^DB+Noun+PastPart+A3sg+P3sg+Equ
tutulmaya	tut+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
vermem	ver+Verb+Pos^DB+Noun+Inf2+A3sg+P1sg+Nom
olurmuşuz	ol+Verb+Pos+Aor+Narr+A1pl
olalım	ol+Verb+Pos+Opt+A1pl
sevinerek	sevin+Verb+Pos^DB+Adverb+ByDoingSo
benimserim	benimse+Verb+Pos+Aor+A1sg
tutulmak	tut+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
alacağınızı	al+Verb+Pos^DB+Noun+FutPart+A3sg+P2pl+Acc
söylediğim	söyle+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Nom
bilseydiniz	bil+Verb+Pos+Desr+Past+A2pl
sürüp	sür+Verb+Pos^DB+Adverb+AfterDoingSo
soracak	sor+Verb+Pos^DB+Adj+FutPart+Pnon
verirken	ver+Verb+Pos+Aor^DB+Adverb+While
çekti	çek+Verb+Pos+Past+A3sg
yaptıklarını	yap+Verb+Pos^DB+Noun+PastPart+A3pl+P3pl+Acc
yakalarlar	yakala+Verb+Pos+Aor+A3pl
atılan	at+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
diyorlar	de+Verb+Pos+Prog1+A3pl
birleşip	birleş+Verb+Pos^DB+Adverb+AfterDoingSo
gelseydik	gel+Verb+Pos+Desr+Past+A1pl
indirdi	in+Verb^DB+Verb+Caus+Pos+Past+A3sg
düşünenler	düşün+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
sersemlemiş	sersemle+Verb+Pos+Narr+A3sg
dolaşıp	dolaş+Verb+Pos^DB+Adverb+AfterDoingSo
duruyorlar	dur+Verb+Pos+Prog1+A3pl
ötesinden	öt+Verb+Pos^DB+Noun+FeelLike+A3sg+P2sg+Abl
gülümsedi	gülümse+Verb+Pos+Past+A3sg
geldiğimi	gel+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
sertleşti	sert+Adj^DB+Verb+Become+Pos+Past+A3sg
bakışları	bak+Verb+Pos^DB+Noun+Inf3+A3pl+Pnon+Acc
donuklaştı	donuk+Adj^DB+Verb+Become+Pos+Past+A3sg
geliyorlar	gel+Verb+Pos+Prog1+A3pl
boşalttı	boşal+Verb^DB+Verb+Caus+Pos+Past+A3sg
serpti	serp+Verb+Pos+Past+A3sg
bulanmıştı	bula+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
seyretti	seyret+Verb+Pos+Past+A3sg
atıyor	ata+Verb+Pos+Prog1+A3sg
ilikliyordu	ilikle+Verb+Pos+Prog1+Past+A3sg
bulmakta	bul+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc
çekiyordu	çek+Verb+Pos+Prog1+Past+A3sg
geçirdiği	geç+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P3sg
karıştırdı	karış+Verb^DB+Verb+Caus+Pos+Past+A3sg
yırtılmış	yırt+Verb^DB+Verb+Pass+Pos+Narr+A3sg
fırlamıştı	fırla+Verb+Pos+Narr+Past+A3sg
iliklemekten	ilikle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
vazgeçti	vazgeç+Verb+Pos+Past+A3sg
uğraştıktan	uğraş+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
boşverip	boşver+Verb+Pos^DB+Adverb+AfterDoingSo
sıkıştırdı	sıkış+Verb^DB+Verb+Caus+Pos+Past+A3sg
konuşmalarında	konuş+Verb+Pos^DB+Noun+Inf2+A3pl+P3pl+Loc
anlatırdı	anla+Verb^DB+Verb+Caus+Pos+Aor+Past+A3sg
konuşurdu	konuş+Verb+Pos+Aor+Past+A3sg
sendeleye	sendele+Verb+Pos+Opt+A3sg
ıskalamayla	ıskala+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Ins
vazgeçmişti	vazgeç+Verb+Pos+Narr+Past+A3sg
kaldırıyor	kal+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
seçilen	seç+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
ediyorlardı	et+Verb+Pos+Prog1+A3pl+Past
arıyorlardı	ara+Verb+Pos+Prog1+A3pl+Past
açmadan	aç+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
gösteren	göster+Verb+Pos^DB+Adj+PresPart
şaşıp	şaş+Verb+Pos^DB+Adverb+AfterDoingSo
baktığı	bak+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
bakardı	bak+Verb+Pos+Aor+Past+A3sg
zannedebilirlerdi	zannet+Verb+Pos^DB+Verb+Able+Aor+A3pl+Past
çalışır	çalış+Verb+Pos^DB+Adj+AorPart
uyurdu	uyu+Verb+Pos+Aor+Past+A3sg
severdi	sev+Verb+Pos+Aor+Past+A3sg
bırakırdı	bırak+Verb+Pos+Aor+Past+A3sg
utandığı	utan+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
doğduğu	doğ+Verb+Pos^DB+Adj+PastPart+P3sg
genişlemesi	genişle+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
korkutmuş	kork+Verb^DB+Verb+Caus+Pos+Narr+A3sg
bağıran	bağır+Verb+Pos^DB+Adj+PresPart
gelmesinden	gel+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Abl
ürpermiş	ürper+Verb+Pos+Narr+A3sg
kullanarak	kullan+Verb+Pos^DB+Adverb+ByDoingSo
yaparak	yap+Verb+Pos^DB+Adverb+ByDoingSo
döndüre	dön+Verb^DB+Verb+Caus+Pos+Opt+A3sg
almıştı	al+Verb+Pos+Narr+Past+A3sg
ezilmiş	ez+Verb^DB+Verb+Pass+Pos+Narr+A3sg
uzamış	uza+Verb+Pos+Narr+A3sg
utanıyordu	utan+Verb+Pos+Prog1+Past+A3sg
gördükçe	gör+Verb+Pos^DB+Adverb+AsLongAs
ezilip	ez+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
büzülmüş	büz+Verb^DB+Verb+Pass+Pos+Narr+A3sg
görür	gör+Verb+Pos+Aor+A3sg
istenilen	iste+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
yapmasını	yap+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
davranırdı	davran+Verb+Pos+Aor+Past+A3sg
şaşırdı	şaşır+Verb+Pos+Past+A3sg
durmasıyla	dur+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Ins
değiştirdi	değiş+Verb^DB+Verb+Caus+Pos+Past+A3sg
olduğun	ol+Verb+Pos^DB+Noun+PastPart+A3sg+P2sg+Nom
attılar	at+Verb+Pos+Past+A3pl
tıktılar	tık+Verb+Pos+Past+A3pl
kaydırdı	kay+Verb^DB+Verb+Caus+Pos+Past+A3sg
döndüğün	dön+Verb+Pos^DB+Noun+PastPart+A3sg+P2sg+Nom
vurmak	vur+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
uğraşma	uğraş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
görürsem	gör+Verb+Pos+Aor+Cond+A1sg
sokarım	sok+Verb+Pos+Aor+A1sg
korktu	kork+Verb+Pos+Past+A3sg
söylenenleri	söyle+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+P3pl+Nom
bastırdı	bas+Verb^DB+Verb+Caus+Pos+Past+A3sg
dolmuştu	dol+Verb+Pos+Narr+Past+A3sg
sağol	sağol+Verb+Pos+Imp+A2sg
tutmaya	tut+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
söylerdim	söyle+Verb+Pos+Aor+Past+A1sg
kırıp	kır+Verb+Pos^DB+Adverb+AfterDoingSo
çıkacaktır	çık+Verb+Pos+Fut+A3sg+Cop
dediğim	de+Verb+Pos^DB+Adj+PastPart+P1sg
bakayım	bak+Verb+Pos+Opt+A1sg
itip	it+Verb+Pos^DB+Adverb+AfterDoingSo
doldurdu	dol+Verb^DB+Verb+Caus+Pos+Past+A3sg
döktü	dök+Verb+Pos+Past+A3sg
oturmadan	otur+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
doldurmuştu	dol+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
gülümsüyor	gülümse+Verb+Pos+Prog1+A3sg
sallamakla	salla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
yetiniyordu	yetin+Verb+Pos+Prog1+Past+A3sg
sürmeye	sür+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
sürer	sür+Verb+Pos+Aor+A3sg
kaçan	kaç+Verb+Pos^DB+Adj+PresPart
öksürtmeye	öksür+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
duruyor	dur+Verb+Pos+Prog1+A3sg
dolaşıyordu	dolaş+Verb+Pos+Prog1+Past+A3sg
verebilecek	ver+Verb+Pos^DB+Verb+Able+Fut+A3sg
ferahlatmaya	ferahla+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
yetiyordu	yet+Verb+Pos+Prog1+Past+A3sg
kovdu	kov+Verb+Pos+Past+A3sg
oturacak	otur+Verb+Pos^DB+Adj+FutPart+Pnon
al	al+Verb+Pos+Imp+A2sg
istersen	iste+Verb+Pos+Aor+Cond+A2sg
otur	otur+Verb+Pos+Imp+A2sg
kaybolmuş	kaybol+Verb+Pos+Narr+A3sg
geldin	gel+Verb+Pos+Past+A2sg
edelim	et+Verb+Pos+Opt+A1pl
bitirmiş	bit+Verb^DB+Verb+Caus+Pos+Narr+A3sg
bul	bul+Verb+Pos+Imp+A2sg
saklanıyorsun	sakla+Verb^DB+Verb+Pass+Pos+Prog1+A2sg
durmak	dur+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
oturmuş	otur+Verb+Pos+Narr+A3sg
istiyor	iste+Verb+Pos+Prog1+A3sg
aldırma	al+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
edersin	et+Verb+Pos+Aor+A2sg
girdiler	gir+Verb+Pos+Past+A3pl
çağırıyordu	çağır+Verb+Pos+Prog1+Past+A3sg
dikti	dik+Verb+Pos+Past+A3sg
tanıdı	tanı+Verb+Pos+Past+A3sg
sevmiştim	sev+Verb+Pos+Narr+Past+A1sg
kırpıştırıyordu	kırpış+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
isteyip	iste+Verb+Pos^DB+Adverb+AfterDoingSo
geçtiğini	geç+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
gezdirdi	gez+Verb^DB+Verb+Caus+Pos+Past+A3sg
belirtmek	belir+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
eğdiler	eğ+Verb+Pos+Past+A3pl
kavuşturdu	kavuş+Verb^DB+Verb+Caus+Pos+Past+A3sg
eğmişti	eğ+Verb+Pos+Narr+Past+A3sg
girecekti	gir+Verb+Pos+Fut+Past+A3sg
eğmiş	eğ+Verb+Pos+Narr+A3sg
yakarış	yakar+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
seziş	sez+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
bunalmıştı	bunal+Verb+Pos+Narr+Past+A3sg
etmenin	et+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
düşünmenin	düşün+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
yoruldu	yor+Verb^DB+Verb+Pass+Pos+Past+A3sg
yıprandı	yıpran+Verb+Pos+Past+A3sg
varmak	var+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
ayarlamasını	ayarla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
dinlemek	dinle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
